type,title,calories,protein,carbs,fat,ingredients,recipe
Dinner,Dinner Special 5076,676,34,67,12,"Fruit Salad, Yogurt, Honey, Fish, Quinoa, Spinach",https://example.com/dinner-special-5076
Lunch,Lunch Special 9172,740,35,30,6,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-9172
Snack,Snack Special 8799,235,30,55,40,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/snack-special-8799
Snack,Snack Special 678,879,28,51,6,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-678
Lunch,Lunch Special 101,661,69,75,26,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/lunch-special-101
Breakfast,Breakfast Special 3040,315,34,23,38,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/breakfast-special-3040
Lunch,Lunch Special 250,295,46,17,17,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-250
Breakfast,Breakfast Special 2829,643,6,7,4,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/breakfast-special-2829
Breakfast,Breakfast Special 1899,816,11,78,1,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-1899
Snack,Snack Special 7594,340,69,28,17,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/snack-special-7594
Lunch,Lunch Unique 219,440,42,59,40,"Smoothie, Berries, Almond Milk, Eggs, Bacon, Toast",https://example.com/lunch-unique-219
Lunch,Lunch Special 679,852,54,25,11,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/lunch-special-679
Breakfast,Breakfast Special 2688,295,60,69,28,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-2688
Lunch,Lunch Special 7651,320,17,52,2,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/lunch-special-7651
Snack,Snack Special 8047,652,53,52,30,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/snack-special-8047
Snack,Snack Special 7425,524,19,56,17,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-7425
